"Subject" "Activity" "LinearAccelX" "LinearAccelY" "LinearAccelZ" "AngularVelocX" "AngularVelocY" "AngularVelocZ"
"Subject 8" "STANDING" "2.8156463e-001" "-1.5812302e-002" "-9.8641793e-002" "-9.9545185e-001" "-9.8022681e-001" "-9.8262419e-001"
"Subject 8" "STANDING" "2.7648259e-001" "-1.6651044e-002" "-1.0669702e-001" "-9.9880666e-001" "-9.9210266e-001" "-9.9426008e-001"
"Subject 8" "STANDING" "2.8474136e-001" "-1.7184980e-002" "-9.7969969e-002" "-9.9277436e-001" "-9.6830736e-001" "-9.6927116e-001"
"Subject 8" "STANDING" "2.8008026e-001" "-1.5520978e-002" "-9.7925070e-002" "-9.9057446e-001" "-9.6072159e-001" "-9.6810494e-001"
"Subject 8" "STANDING" "2.7683604e-001" "-8.0417667e-003" "-9.8639456e-002" "-9.9725866e-001" "-8.9892582e-001" "-9.5585169e-001"
"Subject 8" "STANDING" "2.8343981e-001" "" "2.5317184e-002" "" "9.5227872e-002" "-9.1409306e-001"
"Subject 8" "STANDING" "2.4527246e-001" "-1.4790655e-002" "-5.0964494e-001" "-8.3473633e-001" "-3.6987864e-001" ""
"Subject 8" "STANDING" "2.7756883e-001" "-1.7125741e-002" "-1.0892996e-001" "-9.9412975e-001" "-9.5747056e-001" "-9.6183376e-001"
"Subject 8" "STANDING" "2.7803496e-001" "-1.7470520e-002" "-1.0733291e-001" "-9.9849730e-001" "-9.9464511e-001" "-9.8737623e-001"
"Subject 8" "STANDING" "2.7928444e-001" "-3.9923528e-002" "-1.2976211e-001" "-9.9401144e-001" "-8.9783589e-001" "-9.5405660e-001"
"Subject 8" "STANDING" "2.8063963e-001" "-1.5518840e-002" "-1.0238540e-001" "-9.9888618e-001" "-9.9236829e-001" "-9.8908462e-001"
"Subject 8" "STANDING" "2.7666580e-001" "-1.5881651e-002" "-1.0371094e-001" "-9.9844977e-001" "-9.9987292e-001" "-9.8588898e-001"
"Subject 8" "STANDING" "3.0065709e-001" "" "3.0198129e-002" "" "5.8008298e-002" "-9.5060375e-001"
"Subject 8" "STANDING" "2.5684619e-001" "-4.6043575e-002" "-1.7668834e-001" "-9.7574615e-001" "-8.7192439e-001" "-8.3085792e-001"
"Subject 8" "STANDING" "2.7674479e-001" "-2.1859596e-002" "-9.3965868e-002" "-9.9733821e-001" "-9.7057236e-001" "-9.8371223e-001"
"Subject 8" "STANDING" "3.4659901e-001" "" "3.6388848e-002" "" "4.1743148e-003" "-9.6847203e-001"
"Subject 8" "STANDING" "2.8176109e-001" "-1.8095793e-002" "-1.3759826e-001" "-9.9491909e-001" "-9.5605621e-001" "-9.2312310e-001"
"Subject 8" "STANDING" "2.7931140e-001" "-1.5430176e-002" "-1.0758233e-001" "-9.9953330e-001" "-9.9289490e-001" "-9.8427235e-001"
"Subject 8" "STANDING" "2.7945458e-001" "-1.5247528e-002" "-1.1176224e-001" "-9.9869897e-001" "-9.6690006e-001" "-9.9306556e-001"
"Subject 8" "STANDING" "2.7718664e-001" "-2.2682687e-002" "-1.1838077e-001" "-9.9643271e-001" "-9.8162000e-001" "-9.5728282e-001"
"Subject 8" "STANDING" "2.7690193e-001" "-1.5680183e-002" "-1.0786515e-001" "-9.9865560e-001" "-9.9185236e-001" "-9.8742483e-001"
"Subject 8" "STANDING" "2.7584576e-001" "-1.7951300e-002" "-1.0015508e-001" "-9.9755039e-001" "-9.9258875e-001" "-9.8422206e-001"
"Subject 8" "STANDING" "2.7787730e-001" "-1.7284606e-002" "-1.0973619e-001" "-9.9849856e-001" "-9.8868014e-001" "-9.9160004e-001"
"Subject 8" "STANDING" "2.7847526e-001" "-1.6676739e-002" "-1.0146136e-001" "-9.9837598e-001" "-9.9303567e-001" "-9.8887038e-001"
"Subject 8" "STANDING" "2.7747325e-001" "-4.6501959e-003" "-9.0628797e-002" "-9.9746805e-001" "-9.2703327e-001" "-9.7970902e-001"
"Subject 8" "STANDING" "2.8342531e-001" "-1.6203385e-002" "-9.7128225e-002" "-9.9704778e-001" "-9.7285921e-001" "-9.8785117e-001"
"Subject 8" "STANDING" "2.7051319e-001" "-3.4788857e-002" "-1.0373268e-001" "-9.8037319e-001" "-9.2568188e-001" "-8.9824827e-001"
"Subject 8" "STANDING" "2.7674272e-001" "-1.4950151e-002" "-1.0714130e-001" "-9.9605756e-001" "-9.7887363e-001" "-9.8605847e-001"
"Subject 8" "STANDING" "2.9745271e-001" "-1.0183004e-002" "-5.9043818e-002" "-9.8953886e-001" "-9.2048800e-001" "-9.4900953e-001"
"Subject 8" "STANDING" "2.7726427e-001" "-1.5394575e-002" "-1.0304259e-001" "-9.9836968e-001" "-9.9496130e-001" "-9.9117252e-001"
"Subject 8" "STANDING" "2.7479989e-001" "-1.8558470e-002" "-1.1154034e-001" "-9.9417480e-001" "-9.6936055e-001" "-9.7833233e-001"
"Subject 8" "STANDING" "2.7239791e-001" "-1.8953768e-002" "-1.0128869e-001" "-9.9676644e-001" "-9.6959421e-001" "-9.7055771e-001"
"Subject 8" "STANDING" "2.7797555e-001" "-1.6674087e-002" "-1.1031863e-001" "-9.9770385e-001" "-9.7320863e-001" "-9.9077881e-001"
"Subject 8" "STANDING" "2.7597747e-001" "-2.0508790e-002" "-1.1445202e-001" "-9.9829460e-001" "-9.8522713e-001" "-9.9041504e-001"
"Subject 8" "STANDING" "2.7672382e-001" "-1.5137753e-002" "-1.0855953e-001" "-9.9787497e-001" "-9.8937949e-001" "-9.8678831e-001"
"Subject 8" "STANDING" "3.1260451e-001" "" "4.1670599e-002" "-7.8216989e-002" "-9.5208332e-001" "-7.9302495e-001"
"Subject 8" "STANDING" "2.7829968e-001" "-1.9127957e-002" "-1.1391579e-001" "-9.9837906e-001" "-9.8282851e-001" "-9.8586308e-001"
"Subject 8" "STANDING" "2.6157879e-001" "-2.9301916e-002" "-1.4739811e-001" "-9.8577595e-001" "-9.4535898e-001" "-9.2384974e-001"
"Subject 8" "WALKING" "3.2121590e-001" "" "6.5371892e-003" "-1.3681151e-001" "-2.6258415e-001" ""
"Subject 8" "WALKING" "2.9298871e-001" "-8.0917583e-002" "-8.5219903e-002" "-1.0916067e-001" "" "4.8573769e-001"
"Subject 8" "WALKING" "3.1484713e-001" "" "4.9366478e-002" "-1.4913349e-001" "-8.9656291e-002" ""
"Subject 8" "WALKING" "2.3212344e-001" "-1.9313430e-003" "-1.6050600e-001" "-2.1985935e-001" "" "3.4624062e-001"
"Subject 8" "WALKING" "3.1267747e-001" "-5.8186408e-002" "-8.6047006e-002" "" "5.7200894e-002" ""
"Subject 8" "WALKING" "2.0269282e-001" "-7.1365235e-002" "-1.1959836e-001" "-1.5757119e-001" "" "4.0054407e-001"
"Subject 8" "WALKING" "2.1910769e-001" "-1.9700343e-002" "-1.1771969e-001" "-2.7176104e-001" "" "3.5463069e-001"
"Subject 8" "WALKING" "2.6530725e-001" "-5.9534322e-002" "-7.2578121e-002" "-4.3820161e-003" "" "4.7022774e-001"
"Subject 8" "WALKING" "3.1957188e-001" "-5.8251469e-004" "-1.6609848e-001" "-1.8234184e-001" "" "3.1668306e-001"
"Subject 8" "WALKING" "3.8661885e-001" "" "7.1488474e-002" "-7.8053395e-002" "-3.9504727e-001" ""
"Subject 8" "WALKING" "2.5965093e-001" "" "1.1959975e-002" "-1.0101571e-001" "-1.6393740e-001" ""
"Subject 8" "WALKING" "2.0109646e-001" "-2.6405052e-003" "-1.1506952e-001" "-3.0518778e-001" "" "1.8065379e-001"
"Subject 8" "WALKING" "2.8822331e-001" "-5.9151618e-002" "-7.2165968e-002" "-2.9150511e-001" "" "3.5728750e-001"
"Subject 8" "WALKING" "2.8028971e-001" "-3.1491933e-002" "-8.9899429e-002" "-8.6573755e-002" "" "6.7119185e-001"
"Subject 8" "WALKING" "2.9918984e-001" "" "1.4831296e-002" "-1.3612038e-001" "-1.4475266e-001" ""
"Subject 8" "WALKING" "3.0027427e-001" "-4.3650427e-002" "-7.0795492e-002" "-1.8771871e-001" "" "3.7812014e-001"
"Subject 8" "WALKING" "1.9721667e-001" "" "6.4834044e-003" "-1.3550124e-001" "-2.5197574e-001" ""
"Subject 8" "WALKING" "3.4229985e-001" "-4.6516715e-003" "-1.3810100e-001" "-2.5106205e-001" "" "3.6865707e-001"
"Subject 8" "WALKING" "3.2572658e-001" "-3.7647725e-002" "-1.0460274e-001" "-2.1158033e-001" "" "4.2025241e-001"
"Subject 8" "WALKING" "3.0459947e-001" "" "6.0922292e-003" "-1.4415832e-001" "-5.8304902e-002" ""
"Subject 8" "WALKING" "3.2299685e-001" "-4.0414609e-002" "-2.4840819e-002" "-1.9389249e-001" "" "2.9116286e-001"
"Subject 8" "WALKING" "3.4013107e-001" "-5.3655060e-003" "-1.4041723e-001" "-2.7487746e-001" "" "2.2478777e-001"
"Subject 8" "WALKING" "2.5352171e-001" "" "4.9112582e-002" "-6.7726806e-002" "-9.9582259e-002" ""
"Subject 8" "WALKING" "2.9099099e-001" "-6.6843889e-002" "-1.1879242e-001" "-1.1619349e-001" "" "5.0290222e-001"
"Subject 8" "WALKING" "2.1798578e-001" "-1.3950211e-002" "" "6.1948680e-003" "-1.4078823e-001" ""
"Subject 8" "WALKING" "2.5652445e-001" "-1.7428216e-002" "-1.2664607e-001" "-1.7487422e-001" "" "3.6088433e-001"
"Subject 8" "WALKING" "2.5044799e-001" "-2.5514534e-002" "-1.0169382e-001" "-9.2421355e-002" "" "4.3457189e-001"
"Subject 8" "WALKING" "3.4688725e-001" "" "3.3245527e-002" "-1.4390716e-001" "-1.4606109e-001" ""
"Subject 8" "WALKING" "2.0827927e-001" "-4.4772946e-002" "-6.6532325e-002" "-2.2405272e-001" "" "2.4530608e-001"
"Subject 8" "WALKING" "2.3221825e-001" "-4.1847638e-002" "-1.0477933e-001" "-1.0716145e-001" "" "2.6457420e-001"
"Subject 8" "WALKING" "3.3036927e-001" "-8.9967765e-002" "-1.6420186e-001" "-2.2509138e-001" "" "3.4622782e-001"
"Subject 8" "WALKING" "3.5567677e-001" "-6.7061524e-002" "-1.2487679e-001" "-2.5090038e-001" "" "3.1912911e-001"
"Subject 8" "WALKING" "2.8845632e-001" "-4.5281615e-002" "-1.1529095e-001" "-3.0570955e-001" "" "3.5867311e-001"
"Subject 8" "WALKING" "1.9601079e-001" "-9.6935385e-003" "-8.9040059e-002" "-2.3859405e-001" "" "2.2215185e-001"
"Subject 8" "WALKING" "2.1123172e-001" "-1.2405762e-002" "-7.9094973e-002" "-2.5827983e-001" "" "3.1221463e-001"
"Subject 8" "WALKING" "3.3673188e-001" "-8.5103237e-003" "-1.0797993e-001" "-1.7892458e-001" "" "2.8864593e-001"
"Subject 8" "WALKING" "2.5525817e-001" "-5.1533081e-002" "-8.3767551e-002" "-1.9990173e-001" "" "3.9474009e-001"
"Subject 8" "WALKING" "2.8471327e-001" "" "1.4879935e-002" "-1.4454211e-001" "-2.8240377e-001" ""
"Subject 8" "WALKING" "3.3468610e-001" "-3.2823017e-002" "-6.0567542e-002" "-2.2868702e-001" "" "3.7910738e-001"
"Subject 8" "WALKING" "2.1541604e-001" "-2.7977338e-002" "-1.2775365e-001" "-1.7114482e-001" "" "4.2525783e-001"
"Subject 8" "WALKING" "3.1038644e-001" "" "1.0790759e-002" "-1.4632751e-001" "-1.4823845e-002" ""
"Subject 8" "WALKING" "2.6741454e-001" "-5.2943682e-002" "-8.4038242e-002" "-7.2638848e-002" "" "5.4201549e-001"
"Subject 8" "WALKING" "1.8340929e-001" "-2.2156361e-002" "-1.1420365e-001" "-1.2387005e-001" "" "3.7323781e-001"
"Subject 8" "WALKING" "2.8545355e-001" "-7.7360921e-002" "-1.0981132e-001" "-7.7951484e-002" "" "5.6050914e-001"
"Subject 8" "WALKING" "2.4533500e-001" "-1.2051301e-002" "-9.9968485e-002" "-1.4870644e-001" "" "5.4926989e-001"
"Subject 8" "WALKING" "2.3920811e-001" "" "4.3559735e-002" "-1.4256779e-001" "-1.4341648e-001" ""
"Subject 8" "WALKING" "2.5326214e-001" "" "2.5633214e-002" "-1.1446357e-001" "-7.6209097e-002" ""
"Subject 8" "WALKING" "2.0622164e-001" "-2.4439447e-003" "-7.1267512e-002" "-1.7815585e-001" "" "3.1497950e-001"
"Subject 8" "WALKING_DOWNSTAIRS" "1.6603840e-001" "" "1.6284384e-002" "-1.4939706e-001" "-4.4426820e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.9509554e-001" "-3.9766486e-002" "-1.2193106e-001" "" "1.3999034e-001" ""
"Subject 8" "WALKING_DOWNSTAIRS" "3.5208643e-001" "-1.0807203e-002" "-1.6590669e-001" "" "1.1712091e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.2019902e-001" "-4.6123794e-002" "-1.5321124e-001" "-6.0377245e-002" "" "2.9890911e-001"
"Subject 8" "WALKING_DOWNSTAIRS" "3.5258190e-001" "-4.9331892e-002" "-7.3347147e-002" "" "3.9047448e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.4512346e-001" "-1.0986167e-002" "-1.7006447e-001" "-1.3556921e-001" "" "4.8584455e-001"
"Subject 8" "WALKING_DOWNSTAIRS" "3.5909157e-001" "-1.0632113e-002" "-2.9198637e-002" "-8.6644193e-002" "" "4.1796446e-002"
"Subject 8" "WALKING_DOWNSTAIRS" "2.1694825e-001" "-6.3872709e-002" "-5.7405541e-002" "-2.4034979e-002" "" "2.0846873e-001"
"Subject 8" "WALKING_DOWNSTAIRS" "3.7698761e-001" "-2.5022910e-002" "-1.5573961e-001" "" "2.2636963e-001" ""
"Subject 8" "WALKING_DOWNSTAIRS" "3.1208840e-001" "-4.2341807e-002" "-6.8359943e-002" "" "1.3868843e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "3.7317414e-001" "-3.3502623e-003" "-4.7557833e-002" "" "7.1277125e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.6196529e-001" "-8.9623283e-003" "-1.4037955e-001" "" "3.1602569e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "3.8550289e-001" "" "2.5941382e-003" "-3.4991343e-002" "" "1.4116839e-001"
"Subject 8" "WALKING_DOWNSTAIRS" "3.0561019e-001" "-1.6736945e-002" "-3.0036114e-002" "" "1.2734882e-001" ""
"Subject 8" "WALKING_DOWNSTAIRS" "1.7810839e-001" "-4.7743730e-002" "-1.6605150e-001" "" "6.1816614e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.2783071e-001" "-2.8491425e-002" "-6.7251570e-002" "" "2.5240526e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.6292000e-001" "" "6.5159909e-003" "-9.4109088e-002" "-9.8193860e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "1.9184361e-001" "" "4.7273938e-003" "-1.6764776e-001" "" "8.9824887e-002"
"Subject 8" "WALKING_DOWNSTAIRS" "2.4040235e-001" "" "6.3608073e-003" "-1.2137695e-001" "-4.5805412e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.7813935e-001" "-2.6530345e-002" "-2.0456211e-001" "-3.4641859e-002" "" "3.3353577e-001"
"Subject 8" "WALKING_DOWNSTAIRS" "3.6207914e-001" "-3.9528287e-002" "-7.8902211e-002" "" "3.2997255e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.8263698e-001" "-3.1591035e-002" "-1.1262381e-001" "" "1.2769187e-001" ""
"Subject 8" "WALKING_DOWNSTAIRS" "1.8274179e-001" "-3.9117624e-002" "-1.1771665e-001" "-1.3757651e-001" "" "3.8399838e-001"
"Subject 8" "WALKING_DOWNSTAIRS" "3.6179618e-001" "-2.4555824e-002" "-1.0247036e-001" "" "6.8292596e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "3.4828457e-001" "-1.5848784e-002" "-1.9311559e-002" "" "6.8387162e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "3.4936345e-001" "-7.4595627e-003" "-1.1084157e-001" "" "8.3936329e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.8833934e-001" "-2.8646351e-002" "-8.7094292e-002" "" "1.1209680e-001" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.8929775e-001" "-5.6187946e-002" "-1.6219657e-001" "-3.6130326e-002" "" "3.7422610e-001"
"Subject 8" "WALKING_DOWNSTAIRS" "3.2015579e-001" "-2.3659113e-002" "-6.3654702e-002" "-2.1995498e-003" "" "2.4082064e-001"
"Subject 8" "WALKING_DOWNSTAIRS" "2.1284469e-001" "-1.8450548e-003" "-4.1920860e-002" "-7.2540376e-002" "" "2.1251691e-001"
"Subject 8" "WALKING_DOWNSTAIRS" "4.5557132e-001" "-6.3385701e-002" "-6.4179600e-002" "-1.1522315e-001" "" "1.7397355e-001"
"Subject 8" "WALKING_DOWNSTAIRS" "2.0397464e-001" "-1.3775561e-002" "-1.1554438e-001" "" "1.0509115e-001" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.6396821e-001" "-2.6062582e-003" "-2.2690827e-001" "" "1.4888310e-001" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.9228268e-001" "" "9.8869995e-003" "-1.3629336e-001" "-6.1150308e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.5687524e-001" "-1.4017515e-003" "-1.0242728e-001" "" "1.4128377e-001" ""
"Subject 8" "WALKING_DOWNSTAIRS" "2.5663570e-001" "-3.2893207e-002" "-9.0882835e-002" "-6.7817521e-002" "" "5.7296321e-001"
"Subject 8" "WALKING_DOWNSTAIRS" "2.4549801e-001" "-3.7943671e-002" "-1.0263026e-001" "" "3.4029063e-002" ""
"Subject 8" "WALKING_DOWNSTAIRS" "1.9831241e-001" "" "2.7531692e-003" "-1.3460536e-001" "" "3.7670141e-002"
"Subject 8" "WALKING_UPSTAIRS" "2.6154320e-001" "-9.5540278e-002" "-1.0909334e-001" "-2.7686578e-001" "" "2.7432889e-001"
"Subject 8" "WALKING_UPSTAIRS" "3.8623625e-001" "-2.9559095e-002" "-1.2919437e-001" "-8.6294842e-002" "" "1.9150237e-001"
"Subject 8" "WALKING_UPSTAIRS" "2.8574531e-001" "" "1.0125471e-002" "-1.3376992e-001" "-1.6830508e-001" ""
"Subject 8" "WALKING_UPSTAIRS" "1.4474072e-001" "-9.0230052e-002" "-1.4916923e-001" "-1.0006986e-001" "" "2.7531026e-001"
"Subject 8" "WALKING_UPSTAIRS" "8.0398514e-002" "-5.8376367e-002" "-1.6388086e-001" "-2.2494776e-001" "" "5.3110929e-001"
"Subject 8" "WALKING_UPSTAIRS" "3.1189883e-001" "-9.8977214e-002" "-1.1457138e-001" "-2.7528881e-001" "" "3.1267053e-001"
"Subject 8" "WALKING_UPSTAIRS" "1.3238433e-001" "-8.0128338e-003" "-1.8776058e-001" "-4.3886999e-002" "" "3.0154072e-001"
"Subject 8" "WALKING_UPSTAIRS" "4.4286369e-001" "-6.1275311e-002" "-1.2653131e-001" "-4.8276380e-002" "" "2.6797074e-001"
"Subject 8" "WALKING_UPSTAIRS" "1.6278092e-001" "-3.1742743e-002" "-1.4642306e-001" "-1.5835334e-001" "" "4.9869699e-001"
"Subject 8" "WALKING_UPSTAIRS" "4.7233232e-001" "" "4.2787274e-002" "-1.3675979e-001" "-1.1108186e-001" ""
"Subject 8" "WALKING_UPSTAIRS" "1.9819121e-001" "" "5.3991478e-003" "-4.4101056e-002" "-2.3929968e-001" ""
"Subject 8" "WALKING_UPSTAIRS" "1.8423629e-001" "-2.9456692e-002" "-2.0099302e-001" "-1.9530909e-001" "" "3.4810512e-001"
"Subject 8" "WALKING_UPSTAIRS" "3.0700515e-001" "-1.1716920e-002" "-1.9959722e-001" "-1.9393352e-001" "" "3.7420064e-001"
"Subject 8" "WALKING_UPSTAIRS" "4.5609422e-001" "-2.1994085e-002" "-1.3372539e-001" "-1.4665373e-001" "" "3.5468476e-001"
"Subject 8" "WALKING_UPSTAIRS" "2.4123973e-001" "-1.1546018e-001" "-2.9878119e-002" "-2.3328537e-001" "" "3.4946418e-001"
"Subject 8" "WALKING_UPSTAIRS" "2.1409844e-001" "-3.7375062e-002" "-1.4185226e-001" "-2.1434763e-001" "" "5.7174892e-001"
"Subject 8" "WALKING_UPSTAIRS" "2.4060537e-001" "-8.7327882e-003" "-1.0571599e-001" "-2.1613514e-001" "" "3.2161346e-001"
"Subject 8" "WALKING_UPSTAIRS" "2.9589236e-001" "" "6.1894679e-003" "-6.6816784e-002" "-9.3134184e-002" ""
"Subject 8" "WALKING_UPSTAIRS" "2.6894082e-001" "" "4.2153777e-002" "-1.8002557e-001" "-2.2876919e-001" ""
"Subject 8" "WALKING_UPSTAIRS" "4.1749764e-001" "-1.1958649e-002" "-4.8973058e-002" "-2.3414900e-001" "" "4.7670229e-001"
"Subject 8" "WALKING_UPSTAIRS" "1.2515895e-001" "-9.6941077e-002" "-1.5316684e-001" "-1.6638486e-001" "" "3.7840590e-001"
"Subject 8" "WALKING_UPSTAIRS" "2.4277673e-001" "-4.4030027e-002" "-8.3415724e-002" "-2.2838261e-001" "" "3.3237067e-001"
"Subject 8" "WALKING_UPSTAIRS" "1.3336351e-001" "" "2.0698163e-002" "-2.5139349e-001" "-1.3004602e-001" ""
"Subject 8" "WALKING_UPSTAIRS" "3.4407712e-001" "" "5.8712913e-002" "-1.3827974e-001" "-2.2575348e-001" ""
"Subject 8" "WALKING_UPSTAIRS" "2.1039376e-001" "-5.5645637e-002" "-8.2174463e-002" "-2.0460444e-001" "" "1.4448965e-001"
"Subject 8" "WALKING_UPSTAIRS" "3.3152918e-001" "" "5.3118119e-002" "-1.8796974e-001" "-8.8090922e-002" ""
"Subject 8" "WALKING_UPSTAIRS" "1.3964611e-001" "-2.1322566e-002" "-8.2665384e-002" "-2.2922247e-001" "" "2.9390260e-001"
"Subject 8" "WALKING_UPSTAIRS" "1.8039614e-001" "-9.0742943e-002" "-7.1840032e-002" "-7.8486623e-002" "" "3.2730763e-001"
"Subject 8" "WALKING_UPSTAIRS" "3.2050402e-001" "-9.6271378e-002" "-6.5100188e-002" "-1.4435232e-001" "" "3.8267262e-001"
"Subject 8" "WALKING_UPSTAIRS" "1.5751906e-001" "-4.0564129e-002" "-7.9484425e-002" "-1.8385917e-001" "" "1.4524105e-001"
"Subject 8" "WALKING_UPSTAIRS" "1.5364839e-001" "-2.8785740e-002" "-1.0803989e-001" "-1.6975363e-001" "" "3.5271643e-001"
"Subject 8" "WALKING_UPSTAIRS" "1.3396550e-001" "-6.1974360e-002" "-9.2275735e-002" "-1.9792231e-001" "" "2.5723902e-001"
"Subject 8" "WALKING_UPSTAIRS" "2.3156992e-001" "-3.5338614e-002" "-3.7535825e-002" "-2.3275718e-001" "" "3.3369548e-001"
"Subject 8" "WALKING_UPSTAIRS" "2.4088418e-001" "" "1.5752253e-003" "-7.2270961e-002" "-2.0568245e-001" ""
"Subject 8" "WALKING_UPSTAIRS" "3.8172772e-001" "" "3.5805424e-002" "-7.7523464e-002" "-1.0135735e-002" ""
"Subject 8" "WALKING_UPSTAIRS" "3.8570533e-001" "" "3.4228414e-002" "-1.6980564e-001" "-7.9772145e-002" ""
"Subject 8" "WALKING_UPSTAIRS" "2.5863904e-001" "-7.7913002e-002" "-8.0723003e-002" "-2.9050004e-001" "" "5.3807082e-001"
"Subject 8" "WALKING_UPSTAIRS" "3.5359955e-001" "-8.4295623e-002" "-7.7250913e-002" "-2.1969117e-001" "" "2.1015184e-001"
"Subject 8" "WALKING_UPSTAIRS" "2.4413345e-001" "-3.5862047e-002" "-1.8529254e-002" "-1.7963535e-001" "" "3.5896219e-001"
"Subject 8" "WALKING_UPSTAIRS" "1.9870516e-001" "-2.0323161e-002" "-1.2375466e-001" "-1.6960663e-001" "" "4.3380389e-001"
"Subject 8" "WALKING_UPSTAIRS" "3.4141810e-001" "" "3.1723119e-002" "-1.1797524e-001" "-1.1717236e-001" ""
"Subject 9" "LAYING" "2.5654019e-001" "-1.3108067e-002" "-1.1031587e-001" "-9.3681244e-001" "-8.6945342e-001" "-9.2125730e-001"
"Subject 9" "LAYING" "2.7151047e-001" "-1.4478350e-002" "-1.0299613e-001" "-9.7771187e-001" "-9.3965624e-001" "-9.7398845e-001"
"Subject 9" "LAYING" "2.8402103e-001" "-1.8403077e-002" "-1.0821976e-001" "-9.6868792e-001" "-9.3705742e-001" "-9.8973833e-001"
"Subject 9" "LAYING" "2.8644831e-001" "-1.4319067e-002" "-1.0398750e-001" "-9.6266975e-001" "-9.5047429e-001" "-9.6655987e-001"
"Subject 9" "LAYING" "2.8539083e-001" "-1.0814876e-002" "-1.0166667e-001" "-9.6850292e-001" "-9.2814827e-001" "-9.3201971e-001"
"Subject 9" "LAYING" "2.2729781e-001" "-2.4895481e-002" "-1.1033182e-001" "-9.3422114e-001" "-9.5774761e-001" "-9.8691130e-001"
"Subject 9" "LAYING" "2.8298013e-001" "-1.0764187e-002" "-1.0303974e-001" "-9.5547083e-001" "-9.1213379e-001" "-9.3042065e-001"
"Subject 9" "LAYING" "2.8838273e-001" "-1.7807675e-002" "-1.0853344e-001" "-9.8941954e-001" "-9.8959619e-001" "-9.9293772e-001"
"Subject 9" "LAYING" "2.5972893e-001" "" "3.3644719e-003" "-9.3101611e-002" "-9.3121378e-001" "-8.4200130e-001"
"Subject 9" "LAYING" "2.7243467e-001" "-1.1182881e-002" "-1.0216556e-001" "-9.8554769e-001" "-9.4626602e-001" "-9.6822949e-001"
"Subject 9" "LAYING" "3.3925793e-001" "-2.6159740e-002" "-1.2797930e-001" "-9.4423911e-001" "-9.4704796e-001" "-9.0734893e-001"
"Subject 9" "LAYING" "1.1384184e-001" "-1.1251405e-001" "-1.1870617e-001" "-9.0917010e-001" "-6.7126155e-001" "-8.7079183e-001"
"Subject 9" "LAYING" "2.8598248e-001" "-1.3903898e-002" "-1.0709311e-001" "-9.6672495e-001" "-9.4681970e-001" "-9.8871732e-001"
"Subject 9" "LAYING" "3.9232475e-001" "-3.6101162e-002" "-1.3142947e-001" "-8.7715453e-001" "-8.3077141e-001" "-8.4999323e-001"
"Subject 9" "LAYING" "2.9275667e-001" "-1.3916691e-002" "-1.0774243e-001" "-9.8577836e-001" "-9.7959483e-001" "-9.8697523e-001"
"Subject 9" "LAYING" "1.7617081e-001" "-3.5396950e-002" "-1.0972114e-001" "-9.4801460e-001" "-9.5925537e-001" "-9.3773709e-001"
"Subject 9" "LAYING" "3.2191391e-001" "-2.9134416e-002" "-1.2041330e-001" "-9.4396573e-001" "-8.6655408e-001" "-9.3062172e-001"
"Subject 9" "LAYING" "2.9246732e-001" "-1.8646949e-002" "-1.1105556e-001" "-9.7961860e-001" "-9.4512390e-001" "-9.7083262e-001"
"Subject 9" "LAYING" "3.1083110e-001" "-2.4038853e-002" "-1.1586863e-001" "-9.6795467e-001" "-9.2702958e-001" "-9.6118602e-001"
"Subject 9" "LAYING" "2.5230455e-001" "-3.2651944e-002" "-1.0064527e-001" "-9.5383964e-001" "-8.7176362e-001" "-9.7120394e-001"
"Subject 9" "LAYING" "2.9583035e-001" "-2.2133121e-003" "-1.1105857e-001" "-9.2215064e-001" "-8.7437639e-001" "-9.2038754e-001"
"Subject 9" "LAYING" "2.4104873e-001" "-1.2675181e-002" "-1.0541467e-001" "-9.5779101e-001" "-9.1628202e-001" "-9.2231960e-001"
"Subject 9" "LAYING" "2.9116623e-001" "-1.8296911e-002" "-1.0598526e-001" "-9.7493439e-001" "-9.7783532e-001" "-9.9260349e-001"
"Subject 9" "LAYING" "2.7052390e-001" "-3.2988297e-002" "-1.0617797e-001" "-9.4459953e-001" "-8.9742108e-001" "-9.3268502e-001"
